,date,dateYear,dateMonth,dateDay,rating,userName,content
134,20230716,2023,7,16,5,윤소정,회원 혜택이 진짜 좋은 거 같아요! 쿠폰팩도 주고 적립금도 빵빵하고 ㅎㅎㅎ 네페로 결제하면 적립금이 배로 쌓이니 좋네요!!
135,20230716,2023,7,16,5,백재현,좋아요~
136,20230713,2023,7,13,5,고광옥,가격 착하고 배송도 빠르고 가방은 말할것도 없고 망설임은 가격만 올릴뿐 몇일 사이에 가격이 더 올랐네요 명품은 지금이 제일 저렴 하다는게 맞는듯 합니다 망설이지 마시고 구매하세요
137,20230712,2023,7,12,3,Google 사용자,사용불편
138,20230712,2023,7,12,5,최주용,good
139,20230712,2023,7,12,5,이후원,굿
140,20230711,2023,7,11,4,지정일,좋아요
141,20230710,2023,7,10,5,썸싱스페샬,면세보다 저렴해서 면세점 이용이 줄었어요 해외나가는 지인한테 가끔 부탁할때 있었는데 이제는 부탁안하고 발란에서 다 해결해요
142,20230710,2023,7,10,5,Latham,직구할 줄 몰라서 원래부터 오프라인 매장만 주구장창 갔었는데 발란앱 알고 나서는 여기서만 사네요!!
143,20230710,2023,7,10,5,김상수,저렴하구 너무 좋은거같아요.^^
144,20230709,2023,7,9,5,taeyoung heo,좋앙르
145,20230708,2023,7,8,5,Y.A L,찾다찾다 발견했습니다
146,20230707,2023,7,7,5,정찬호,굿
147,20230704,2023,7,4,5,남이솔,톰브라운 가디건 저렴하게 잘 샀어요ㅎ 정품 확실하네요ㅎㅎ
148,20230704,2023,7,4,5,쁘유,상품마다 가격비교를 바로바로 할 수 있게 떠있는 거 조아요 안그러면 하나하나 다찾아봐야되는데 시간절약에 굿입니당 판매자 후기도 볼수있으니 그것도 보면 더 조아💙💚
149,20230704,2023,7,4,5,염채율,"선착순특가, 발란 바잉템등 시간날때마다 들어가서 보면서 가격 떨어지면 바로바로 삽니다ㅋㅋ 알림 신청 필수에요ㅜㅜ"
150,20230704,2023,7,4,5,파우스트,정품 등록되는거 보고 안심..가격이 너무 저렴해서 의심했는데 잘 샀습니다..앞으로도 조은 물건 마니 부탁합니다..
151,20230704,2023,7,4,5,수채화,여의도 IFC몰에서 이용해보고 갠찬아서 앱 이용도 종종 하고 있습니당ㅋㅋ 얼마전에 나이트특가로 스카프도 삿네요 나이트특가 굿 이런거 마니 만들어주십시요
152,20230703,2023,7,3,5,김간지,내가 원하는 제품을 찾을수 있어서 좋아요
153,20230703,2023,7,3,5,눈꽃GINA,"카카오페이, 네이버페이되는거 개꿀!! 네이버페이 선물받은 거 발란에서 다 썼어요 추가적립도 되니까 발란에서 살거면 카페,네베 이용하세요!!"
154,20230703,2023,7,3,5,이은정,다양한 상품 좋은 가격
155,20230703,2023,7,3,5,DDINGDDONG,때마다 도움될만한 아이템 모아서 보여주니까 따로 뒤져보지 않아도 돼서 좋더라구요 그만큼 사고싶은건 늘어가지만 여러모로 편리해요 가격비교까지 되니까 구매하는 입장에서는 선택폭이 넓어 조아여 번창하세요
156,20230702,2023,7,2,5,도날두덕크,토요일에 주문하고 월요일에 받아서 개놀랐어요 배송빠르고 물건 확실하고 발란 💜
157,20230630,2023,6,30,4,이영근,쇼핑하기조아요
158,20230630,2023,6,30,5,러브아이,몽클 엄청 세일해서 싸게 득템!! 할인 마니마니 올려주세요ㅜ
159,20230630,2023,6,30,5,김현대,선택의 폭이 넓어요.
160,20230629,2023,6,29,5,박원희,주위에서 구입을 많이해서 저도 첫구입을 했습니다
161,20230629,2023,6,29,5,{HWACHAE},적립금 모아서 이번에 맨투맨 질렀습니다. 사이즈별로 상품 찾을 수 있어서 의류 쇼핑할 때 조아용💚❤
162,20230628,2023,6,28,5,쿠키초코크림,아페쎄가방 정말 싸게 샀어요ㅜㅜㅋㅋㅋㅋ 감사감사!!
163,20230628,2023,6,28,5,Rider Choi,점점 이용할수록 서비스도 다양해지고 할인상품도 많아져서 잘 이용하고 있습니다. 명품을 백화점 꼭 방문하지 않고 정품걱정없이 쇼핑할 수 있다는 것이 만족스럽습니다.
164,20230628,2023,6,28,1,呢霏謐 (1부터10까지),쿠폰 받을려고 로그인하면 멈춤 그런데 또 다른건 다 됨
165,20230628,2023,6,28,5,김광혁,좋아요
166,20230627,2023,6,27,5,은비단,매장갔다가 사이즈없어서 포기하고 있었는데 발란에서 운좋게 발견해 샀어용 :) 배송도 금방와서 원하는 날짜에 입고 나갔어요ㅎㅎㅎ
167,20230626,2023,6,26,5,Jung Seonhi,직구보다 정말 편리하고 관세같은거 따로 계산안해도 된다는 점에서 아주 잘 이용하고 있습니다
168,20230623,2023,6,23,5,길혜령,ㅋㅋ 가격땜에 다시 찾은 1인... 어쩔 수 없어요. 이 가격에 어떻게 군침이 안돌아요ㅋ 래플이다 생각하고 결제햇는데 이번엔 취소엔딩 아니고 해피엔딩입니다캬캬캬!! 개이득~~~
