USER,DATE,STAR,LIKE,TITLE,REVIEW
Seungho Kyungchoon,2023-06-21 19:49:21-07:00,5,0,너무 편리해용,보기에 편리한 카테고리 분류 덕에 쇼핑하기 너문너무 편리해요!! 할인 기획전도 다양하고 쿠폰도 많이주니 더할나위 없네요
Yujin Jungsoo,2023-06-21 19:49:19-07:00,5,1,제품이 다양해요,항~상~~~ 내가 찾는 제품..내가찾는 사이즈.. 내가 탐하는 색상은 품절이었는데.. 발란에서 재고 발견하고 바로 지름!! 감사합니다.
Hyungg Jisun,2023-06-21 19:49:17-07:00,5,1,스크린타임,틈날때 마다 아이쇼핑해서 스크린도어 상위를 차지하고 있어요. ㅋㅋㅋㅋㅋ
Jisuk Gunwoo,2023-06-21 19:49:15-07:00,5,1,쿠폰,쿠폰 많이 뿌려서 좋아요! 매월 자신을 위한 소비를 실천하게 해줍니다 ㅋㅋ
Gunho Jughyung,2023-06-21 19:49:14-07:00,5,0,꾸준히 썼는데,배송도 빠르고 판매자와의 이슈도 바로바로 처리해주는 모습이 신뢰가 가요
Heo Jinwoo 82,2023-06-21 19:49:11-07:00,5,0,합리적,"예전엔 비슷한 어플 여러 개 쓰다가 이제는 발란만 써요.. 취급하는 제품이 많고, 저렴해서 좋네요"
Bomi Woong,2023-06-21 09:07:45-07:00,5,0,이제 알아서 아까움,직접 사는게 마음 편해서 그렇게 하고 있었는데…. 속는 셈 치고 써봤더니 진짜 편하고 제대로 정품취급 하고 있어서.. 그동안의 돈과 시간이 후회 됨 ㅠㅠ
Han Heewon,2023-06-21 09:07:42-07:00,5,0,독보적,"요즘 명품커머스앱 정말 많은데, 이 분야 선구자 답게 정말 편리한 UI를 갖고있어요!"
Hyounjung Gunho,2023-06-21 09:07:40-07:00,5,0,만족합니다,"가방이나 의류, 소품, 신발 다양하게 취급해서 명품 사고싶어지면 발란 와서 구경합니다!!"
Soyoung Han 94,2023-06-21 09:07:33-07:00,5,0,좋습니다,쓰면서 크게 불편을 느낀적이 없어요. 정말 잘 쓰고 있습니다!
Lcheon Dev,2023-06-21 01:09:54-07:00,5,0,무료배송,"상품 가격 자체에 배송비,관세 등등 다 포함되어 있으니 머리아플 일이 없네요. 무료배송이라 좋아요!"
Yun Wonhee,2023-06-21 01:09:42-07:00,5,0,굿굿,쿠폰 멕이면 진짜 저렴해지고 카카페 세일 기간 노리면 더더 할인 됨!! 승냥이처럼 맴돌다가 괜찮은거 있으면 쏙 채가야해요
Jungshik Hyojin,2023-06-21 01:09:40-07:00,5,0,제품 구경하는 재미,평소에 관심있는 제품들 시간날때마다 구경하고 있습니다. 돈 모아서 꼭 사려구요
Mincheol Changyoung,2023-06-21 01:09:39-07:00,5,0,최저가 인증,특가나온 제품들 보면 항상 네이버 최저가 보다 쌉니다
Jaecheo Yang,2023-06-21 01:09:37-07:00,5,0,고객센터 좋아요,1:1 문의 진짜 빠르구요 답변 잘해주셔서 항상 안전하게 이용하고 있습니다.
Jo Sunhang,2023-06-21 01:09:35-07:00,5,0,확실한 배송,정말 빠르게 제품 받아 볼 수 있습니다. 진짜 배송 걱정은 없어요
Hyojin Ingyu,2023-06-21 01:09:33-07:00,5,0,ㅠㅠ,발란 알게 된 후로 소비가 너무 늘었어요…. 그래도 행복합니다.
No Seoyoung,2023-06-21 00:41:50-07:00,5,0,감사합니다,명품 알못인데 랭킹 덕에 인기상품 파악할 수 있네요
Younghun Kisoo,2023-06-21 00:41:47-07:00,5,0,명품은 당연히,명품은 당연히 백화점이나 면세점에서 사야한다고 생각했는데… 한번 써보니 너무 편해서 오픈런을 할 수 없는 몸이 되어버렸네요..
Hyungcheol Jinwoo,2023-06-21 00:41:44-07:00,5,0,브랜드가 많음,이런 저런 브랜드를 발견하게 되는 점이 재미있는 거 같아요! 유명 브랜드 뿐만 아니라 다양한 브랜드를 취급하고 있어서 좋습니다.
사용자 96,2023-06-19 20:25:59-07:00,5,1,양품왔음,발란 가품 철저하게 검수한다더니 제품 괜찮네 양품으로 잘 받음 계속 이용하겠음
Younhee Choon,2023-06-19 20:25:57-07:00,5,1,구하기 어려운 제품도 있네요,구하기 어려운 제품도 여기 있네요 완전 신기했어요 검색하기만 해도 다 있네요
Seojun Yunyoung,2023-06-19 20:25:54-07:00,5,1,중독,중독되는거 같아여 패션에 관심 많고 특히 명품에 관심 많은데 앱 들어가서 보다보면 왜이렇게 재밌을까요
Eunae Sungryung,2023-06-19 20:25:50-07:00,5,1,통장 가벼워짐,돈 너무 많이 써서 앱 조금 쉬어야겠어요 여기 보다보면 사고 싶은게 너무 많아져서 통장이 가벼워져요 ㅋ큐ㅠ
Kyunghwan Nuree,2023-06-19 20:25:48-07:00,5,1,품절속도 빠름,맘에 드는 거 있으면 품절속도 빠르니 서둘러야함
Jihee Shim,2023-06-19 20:25:45-07:00,5,1,제일 저렴,명품살일있으면 발란에서 검색해봐요 여기가 제일 저렴하더라구요 품질은 좋은거 이미 알고 있고요ㅋ
Eunjung Sim,2023-06-19 20:25:43-07:00,5,1,발란 파이팅,발란이 일 잘하더라구요 요즘 괜찮은 제품들도 많이 사와서 세일하던데 앞으로도 계속 잘 해줬으면 좋겠어요
Song Miran,2023-06-19 20:25:41-07:00,5,1,가방 들여왔어요!,이번에 정품 핫딜 입고로 가방 하나 들여왔어요!^^ 완전 만족하면서 들고 있네요!^^
Younsun Jiyeon,2023-06-19 20:25:37-07:00,5,1,스트레스 풀어요,스트레스 발란에서 명품 쇼핑으로 풀고 있어요 돈은 많아서 괜찮아요 ㅎ
Hyena Suwon,2023-06-19 20:17:07-07:00,5,1,사고 싶은게 많아욤,장바구니 터질라고 해욤~~~사고 싶은게 너무 많네욤..
Eunjung Miran,2023-06-19 03:46:34-07:00,5,1,발란 짱짱,명품 온라인구매는 발란이 짱짱
Song Jongsoo,2023-06-19 03:46:32-07:00,5,1,잘 이용하고 있어용,지인이 산거보고 어디서 샀나고 물어봐서 알게됐어용 저도 잘 이용하고 있네용
Pak Hyunji,2023-06-19 03:46:29-07:00,5,1,깔끔^^,앱이 깔끔해서 좋아요^^ 사용하기 편하고 결제도 잘되네요 가끔 결제 잘 안되는 곳 있어서 애먹었는데
Gangeun Jinwoo,2023-06-19 03:46:28-07:00,5,1,배송 빠르네요,선물용으로 급하게 시켰는데 배송 빠르네요 굿굿
Hyoil Hyounjung,2023-06-19 03:46:27-07:00,5,1,득템완료ㅎㅎ,한번사고 만족하니까 여기서 계속 사게되네요 이번에는 세일에 득템도 했어요ㅎ!!
Jun Eunjin,2023-06-19 03:46:25-07:00,5,1,다 있네요,이것도 있을까 하고 검색했는데 있네요ㅋㅋㅋ 진짜 명품 종류 다 있네요
Gooot Sangsoo,2023-06-19 03:46:23-07:00,5,1,구경하는 재미,심심할때마다 들어오는 앱! 구경하는 재미가 쏠쏠합니다 가격도 괜찮으면 며칠고민하다가 사기도 합니다 ㅋㅋ
Eunkyoung Oh,2023-06-19 03:46:21-07:00,5,1,몇개 질렀네요,제가 좋아하는 브랜드 제품 거의 다 있는거 같더라구여 이번에도 몇개 질렀네여~~
Sunggon Youngshik,2023-06-19 03:46:20-07:00,5,1,계속 이용할듯,명품을 앱에서 사다니 세상 너무 편해졌네요 퀄리티도 괜찮고 이 정도면 계속 이용할듯
Nam Junghwa,2023-06-19 03:43:46-07:00,5,1,너무 편리!!,앱쇼핑 너무 좋아요 편리하고 시간도 안잡아먹고!!
Destruction SPRIGGAN,2023-06-18 05:12:02-07:00,5,1,빠른배송/ 굳 품질,배송이 빠르고 품질에 대한 신뢰가 가는 플랫폼입니다~
Park Hyesun,2023-06-18 02:59:29-07:00,5,1,백화점 쇼핑이 귀찮을때 발란하자,아 요새 백화점 사람 너무 많아요ㅠㅜ 딱질색;; 저번에 백화점에서 지나가다 봐뒀던 백 줄서기 귀찮아서 유리창 너머로 찜해뒀는데 발란에 저렴한 가격에 발견! 너무 저렴해서 의심하다가 고민하고있었는데 재고 1개 남았다길래 바로 질러버림ㅋ 정품보장시스템있으니까 믿고 구매해용!
Seoho Jihee,2023-06-18 02:59:20-07:00,5,1,갓생만들어주는 착한 앱,적립금이랑 쿠폰 사용으로 할인도 많이 되고 조금이라도 저렴하게 구입할수있어요! 할인 받은 금액으로 치킨 시키면 갓생아닙니까♥3♥
Yu Taehee,2023-06-18 02:59:16-07:00,5,1,빠른배송 착한가격,작년에 알아본 가격보다 훨씬 착한 가격에 구매했어요! 주문과 동시에 코로나 걸려서 아 잘됐다 격리해제되면 도착하겠지 했는데 신발이 너무 일찍 와버려서 격리도 전에 뛰쳐 나갈 뻔;;; 넘넘 좋아요 최고최고 발란 최고
Hwang Kyungseok,2023-06-18 02:59:09-07:00,5,1,아싸 신데렐라의 신발을 찾았따,발사이즈가 너무 신데렐라여서 갖고싶은 로퍼 맨날 품절이였는데 운좋게 발란에서 득템! 너무 기뻐서 리뷰 남겨요ㅋㅋㅋㅋ 개조음ㅠㅜㅠㅜㅠ 드디어 나도 슬랙스에 신을 로퍼 생긴다ㅠㅜㅠ 사이즈남은거 보고 품절뜰까봐 후다닥 계산했는데 쿠폰이 있었네여...그것도 꽤나 많이 할인되는.. 다른 상품살때 적용해야겠어요ㅎ
Minhwan Yeojin,2023-06-18 02:59:07-07:00,5,1,미친 물가에 그나마 세이빙 머니,물가가 오르더니 애기들 몸값도 많이 오르네요ㅠㅜㅠㅠ 발란 아녔음 내 통장 어쩔뻔ㅠㅜ 쿠폰이랑 이런거 다 적용해서 진짜 많이 할인받았어요. 정품 보증서도 같이 와서 믿고 구매합니당~
Ha Sangcheol,2023-06-17 21:16:57-07:00,5,1,잘찾으면 희귀템도 좋은 가격에 구매가능,wow...국내에도 심지어 해외에서도 구하기힘들었던 제품을 연말 할인으로 모셔옴... 정가가 워낙 세서 할인 아니였으면 눈물 흘리면서 샀을텐데 시즌오프지만 감지덕지! 감사해요 발란띠! 생각보다 빨리 도착해서 한번 더 갬덩. 자주 들러서 물색해야겠어요
Minsung Juhee,2023-06-17 21:16:55-07:00,5,1,오늘출발 최고ㅠㅜ,엄마 생신 선물 해준다고 떵떵 소리쳐놓고 깜빡해서 오늘출발되는 상품으로 호다닥 주문했는데 다행히 시간안에 도착했어요...후우...감사합니다... 오늘출발 아녔으면 일년 내내 시달릴뻔했어요;;; 감사합니다 갓발란...
Eunmi Seon,2023-06-17 21:16:53-07:00,5,1,리뷰왕,결혼 준비로 예산이 빠듯한데 예랑이가 프로포즈한답시고 백을 사왔더라구여... 그래도 발란에서 주문했길래 그나마 할인 받은거 같아서 다행이에요ㅋㅋㅋㅋ 리뷰 쓰고 또 혜택 받아서 다음 기념일땐 제가 서프라이즈해보게여^3^
Sieun Hwan,2023-06-17 21:16:50-07:00,5,1,어플 사용,발란 어플 사용하기가 가장 쉬운것 같아요 추천합니다
Namho Choon,2023-06-17 21:16:48-07:00,5,1,쿠폰 많아요,프로모션도 많고 쿠폰도 많아요. 꼭 어플 이용하세요
Youngshik Nuree,2023-06-16 09:30:03-07:00,5,1,최저가 가능한 곳,발란에서 사는 건 언제나 최저가네요~
Seoyun Eunsang,2023-06-16 09:30:00-07:00,5,1,배송 놀라워요,배송이 정말 빠릅니다. 바로바로 상품이 와서 넘 좋네요
Seoyun Hyoil,2023-06-16 09:29:59-07:00,5,1,재고 입고 수량,재고 입고 되는거 수량 늘려주세요! 맨날 품절이예요 ㅠㅠ
Ingyu Jumyoung,2023-06-16 09:29:57-07:00,5,1,비교 구매,다른 업체들이랑 비교해보면서 구매할 수 있어서 합리적이예요
Sojung Kisoo,2023-06-16 09:29:56-07:00,5,1,모두 만족스러운 곳,가격이랑 배송 모두모두 만족
Sungsoo Seulki,2023-06-16 09:07:41-07:00,5,1,재고 입고 자주해주세요,요즘 재고입고 되는것만 기다리고 있습니다. 정품도 확실해요
Jaeyeon Dayoung,2023-06-16 09:07:40-07:00,5,1,프로모션 다양,때마다 프로모션이 있어서 좋구요 구경만 해도 재밌어요
Hyuksang Hyounjung,2023-06-16 09:07:38-07:00,5,1,사이즈 걱정 없어요,독일군 스니커즈 다른곳에 없는 사이즈 발란엔 있더라구요
Jo Moonyong,2023-06-16 09:07:37-07:00,5,1,제품 구경하는 재미,평소에 관심있는 제품들 시간날때마다 구경하고 있습니다. 돈 모아서 꼭 사려구요 ㅋ
Belle Yoon 82,2023-06-16 09:07:34-07:00,5,1,최저가 인증,특가나온 제품들 보면 항상 네이버 최저가 보다 쌉니다. 완전 굿
Yun Hana,2023-06-15 07:21:00-07:00,5,1,고객센터 굿,1:1 문의 진짜 빠르구요 답변 잘해주셔서 항상 안전하게 이용하고 있습니다.
Boram Hongsun,2023-06-15 07:20:56-07:00,5,1,확실한 배송,정말 빠르게 제품 받아 볼 수 있습니다. 진짜 배송 걱정은 없어요
Sungjin Sungho,2023-06-15 07:20:51-07:00,5,0,적립금이 쏠쏠,적립금 빵빵하게 쌓이고 있습니다. 쏠쏠해요 ㅋㅋ
Chung Sim 1991,2023-06-15 07:18:22-07:00,5,0,정품 보장,정품 100% 확실합니다. 걱정 안해도 되요
Mina Hyerim,2023-06-15 07:18:19-07:00,5,0,재고상품 서비스,완전 굿입니다. 맘에 드는 상품있으면 따지지 말고 바로 구매해야 합니다 ㅋ
Jungmin Hyojin,2023-06-15 07:16:10-07:00,5,0,제품들 디자인 다양해요,쉽게 원하는 제품들을 검색할 수 있어요. 다양한 디자인들도 쉽게 확인가능합니다
Namho Jinhee 93,2023-06-15 07:16:08-07:00,5,0,믿고살 수 있습니다,믿을만한 어플 입니다. 환불정책도 잘되어 있어서 걱정없이 제품 사고 있습니다. 다 정품이구요
Lee Sunghun,2023-06-14 03:40:24-07:00,5,1,배송 확실히 빠르네요,최근에 발란만 주로 애용하고 있습니다. 배송이랑 가격 측면이 참 좋으네요
원준 천 80,2023-06-14 03:40:22-07:00,5,1,티셔츠 잘 구매했어요,"아미 하트티셔츠 구매했구요, 덕분에 좋은 가격에 빠른배송으로 받아볼 수 있었습니다"
Naree Jumyoung,2023-06-14 03:40:21-07:00,5,1,저렴하게 구매했어요,버버리 머플러 완전 싸게 구매했어요 정품인증도 했습니다
구범 이 97,2023-06-14 03:40:19-07:00,5,1,지인이 추천,친구가 적극 추천해줘서 발란 이용하고 있어요. 저도 친구들한테 알려주고 있습니다 ㅋ
Hyena Jaehun,2023-06-14 03:40:18-07:00,5,1,정품이고 믿을 수 있어요,항상 믿고 구매합니다. 100% 정품 확실합니다.
Saemi Hyoil,2023-06-14 03:04:08-07:00,5,1,배송 완전 빨라요,배송 빠른건 명품앱중에선 발란이 가장 최고인듯
원진 기 98,2023-06-14 03:04:06-07:00,5,1,재고 상품 자주 올려주세요,진짜 가격 너무 좋고 배송도 확실합니다
현정 장21,2023-06-14 03:04:04-07:00,5,0,퍼스널 쇼퍼 짱짱,퍼스널 쇼퍼 도움 잘 받고 있습니다. 굳이 안 입어봐도 정사이즈로 잘 사고 있어요
Koo Sangsoo,2023-06-14 03:04:03-07:00,5,0,매우 안전한 플랫폼,직구앱 여러가지 깔고 이용해봤는데 솔직히 가장 최고 입니다. 1:1 문의도 잘해주시고 믿고 사고 있습니다
Minhwan Jinwoo,2023-06-14 03:04:00-07:00,5,0,기획전들 너무 좋아요,시즌에 맞는 기획전이 다양해서 구경할 맛이 납니다. 이벤트 같은 것도 더 해주세요~~
Seoyeon Soyoun,2023-06-13 02:38:53-07:00,5,1,100% 정품인 곳,정품 확실합니다. 노걱정
Yun DJ,2023-06-13 02:38:51-07:00,5,1,쉽게 검색 가능,제가 원하는 제품들 한눈에 알아볼 수 있어 좋습니다. 관심 있는 제품들은 카테고리별로 잘 나와요
Youngho Minjae,2023-06-13 02:38:50-07:00,5,1,온라인 최저가 100%,다른 곳보다 5만원 이상 저렴했습니다. 잘 샀어요
Seungmin Sangsun,2023-06-13 02:38:47-07:00,5,1,온라인 명품,항상 명품은 백화점에서 사야지 했는데 안그래도 될것 같습니다 ㅋ 발란에서 사면 확실한듯
Sujin Park 89,2023-06-13 02:38:46-07:00,5,1,정품이 확실합니다,정품인지 아닌지 걱정했는데 걱정안해도 될것 같네요 ㅋ
Seoyoung Yunkyoung,2023-06-13 02:38:44-07:00,5,1,재고상품,너무 좋은데 수량이 항상 별로 없어요…ㅠ 많이 등록 안될까요
Yujung Nu,2023-06-13 02:38:42-07:00,5,1,다음 재고입고 언제?,재고 상품만 기다리고 있습니다! 자주자주 입고시켜주세요
Jun Jin 89,2023-06-13 02:38:41-07:00,5,1,재고 입고만 노리고있어요,재고상품 입고 서비스 너무너무 좋습니다
Haeun Heekyoung,2023-06-13 02:38:39-07:00,5,1,친구가 부러워하네요!ㅋㅋ,이번에 셀** 가방 여기서 엄청 저렴하게 샀거든요! 친구가 물어보길래 살짝 알려줬는데 너무 부러워하네요!ㅋㅋ 자기도 살거래요 ㅋㅋ
Sangho Eunsung,2023-06-13 02:33:14-07:00,5,1,드디어 구매,사고 싶은 가방 수량 하나 남은 거 구매했음 ㅋㅋ 못 살 수도 있다고 생각했는데 사서 기쁨
천명인수,2023-06-13 00:37:53-07:00,1,0,여기 쓰레기임,이유는 29만원인데 할인 5% 쿠폰을 선택해서 28이라고 써있고 사실상 결제 하면 29만원에 결제됨 또한 어느 명품이 목 부분이 엄청 타이트해서 머리가 작은 사람도 머리 넣다가 실밥 터지는 소리가 날까? 그래서 리뷰 남기니까 게시물 정책 위반으로 삭제 처리됨
RexcMckee,2023-06-11 06:21:00-07:00,5,1,살려주세요 ㅋㅋㅋ,발란 알고나서 카드값 미쳤어용 ㅋㅋ 발란이 너무 예쁜거 잘 갖다놓더라구용ㅋㅋㅋㅋ
MarkuscBonilla,2023-06-11 06:20:57-07:00,5,1,꾸준히 계속 가주세요,명품을 이렇게 쉽게 사다니 신기하기도 하고 편하기도 하고^^ㅎㅎ 계속 꾸준히 제품 공급해주세요^^
RomancArcher,2023-06-11 06:17:53-07:00,5,1,살 거 많네요,한번 구경해볼까 하고 깔았는데 생각보다 살 게 많네요 지금 찜 해논 제품 쌓여가네요
Moonyong Naeun,2023-06-11 06:17:50-07:00,5,1,나한테 딱,명품은 좋아하는데 오프라인 매장 부담스러운 나한테 딱인 앱
Mikyoung Hayun,2023-06-11 06:17:49-07:00,5,1,자신감 뿜뿜,어제 배송받아서 바로 입고 나갔는데 너무너무 맘에 들었어요ㅋ 자신감이 뿜뿜했네욬ㅋ
SJ Areum,2023-06-11 06:17:47-07:00,5,1,흐뭇흐뭇,돈은 확실히 더 쓰게됨ㅋ 근데 옷방에 쌓여가는 애기들 보면 흐뭇함
Jumyoung Gwon,2023-06-11 06:17:45-07:00,5,1,발란부터 킴,선물할 일 생기면 발란부터 켜서 랭킹 순위 한번보고 세일 뭐하나 보고ㅋㅋㅋ
Changyoung Sunho,2023-06-11 06:17:44-07:00,5,1,돈많이 썻다,작년부터 쓰기 시작했는데 처음 샀을 때 괜찮아서 이것저것 많이 샀네요 여기서 천만원 써가네요ㅋㅋㅋ
Jaehyuk Naroo,2023-06-11 06:17:42-07:00,5,1,사랑해요,발란 사랑해요 이 사랑 깨지지 않길 바랍니다ㅎ
Ingyu Hong,2023-06-11 06:17:41-07:00,5,1,잘 신고다녀용,하도 가품 많다길래 걱정했는데 저한테 온건 정품 맞더라구용 신발 샀는데 아껴서 신고다니네용
요기루요기해,2023-06-10 19:27:30-07:00,1,0,적립금 포인트사용,"왜각각해놔서 낚시를 하시는지…ㅉㅉ
적립금해봤자 얼마되지도 않는데
쿠폰날릴때 같이 사용할수있게좀 해주세요
의도가 너무뻔해요"
Gcheon Jungshik,2023-06-10 07:23:07-07:00,5,1,쭉 쓸거예요,이번에 발란 써봤는데 만족해서 쭉 써보려구요 보니까 발란 케어 플러스 실시해서 정품 확인 더 강화한다고 하던데 믿음이 가네요~!
Sungmin Gwak,2023-06-10 07:23:05-07:00,5,1,제품 많아여~~,제가 좋아하는 브랜드 제품 많아서 종종 이용하고 있어여~~^^
Yang Jiyeon 81,2023-06-10 07:23:03-07:00,5,0,여기만 써요^^,명품 앱 중 여기만 써요 사용하기 편리하고 저한테 잘 맞더라구요^^
Dongyoon Kyungsoo,2023-06-10 07:23:01-07:00,5,0,좋아요~,세일 자주해서 너무 좋아요~ 맘에 드는 건 빨리 품절되긴 하는데 좀만 신경쓰면 특템 어렵지 않아요~~
Seunghyun Choon,2023-06-10 07:22:59-07:00,5,1,한번에 해결 ㅎㅎ,지인 면세점 찬스 거의 안쓰게 됐어요 ㅎㅎ 여기서 다 해결하네요ㅎㅎㅎ
Donghyun Jungwoong,2023-06-10 07:22:58-07:00,5,0,후회 없이 쇼핑할 수 있어요!,상품 여러 개 비교할때 좋아요! 찜도 해놓고 장바구니 넣어놓고 이것저것 보면서 결정해서 그런지 후회도 적어요!
Hyunyoung Jinho,2023-06-10 07:22:56-07:00,5,0,편해요,발란 쓰고 나서 겨울엔 백화점 한 번도 안갔네요 ㅋㅋㅋㅋ 집까지 갖다주니까 편해요 ㅋㅋㅋ
Hwang Sangwook,2023-06-10 07:22:54-07:00,5,0,만족쓰,편하게 집에서 이것저것 구경 다 할 수 있어서 좋음 단점은 선택하기가 너무 힘들다는 거..
Compiler Hong,2023-06-10 07:22:53-07:00,5,0,선물가성비최고,타 어플에서 주문했는데 갑자기 품절이라고 취소되서 발란에서 구매했어요. 아빠 생신 선물 구매했는데 정품 상자가 없어서 좀 아쉬웠어요. 대신 진짜 저렴하게 샀어요! 더스트랑 정품 보증서는 있어서 그냥 선물 상자는 따로 사서 포장해드렸는데 진짜 좋아하셨어요.!
Seungmin Mira,2023-06-10 07:22:51-07:00,5,0,단골예약,휘뚜루 마뚜루 멜 가방이 필요했는데 막 들고 다닐꺼라 투자를 크게 하고싶지않아서 둘러보는데 공홈 가격으로 발란에서 더 좋은 제품을 살수가 있네요? 개이득~~~ 배송도 빨리오고 넘 좋아요 담에 또 이용할게요ㅎ
Yejin Yeojin,2023-06-09 07:49:28-07:00,5,1,빠른배송 감사합니다.,딸내미 유학보내는길에 선물해주고싶어서 찾아봤습니다. 아이가 정말 좋아하네요. 제가 다 기분이 좋네요. 빠른배송 감사합니다.
Yejun Sangsoo,2023-06-09 07:49:24-07:00,5,1,남편이 생일선물 백 사준다고해서 애들 얼집 보내고 쉬는 시간에 어플 엄청 봤어요ㅋ,남편이 생일선물 백 사준다고해서 애들 얼집 보내고 쉬는 시간에 어플 엄청 봤어요ㅋ 스크롤하느라 엄지손가락 지문 없어질듯ㅋㅋ 남편은 공홈에 있는 가격 생각하는데 제가 발란 링크 보내주니까 할인률보고 엄청 기특해하네요ㅎ 배송도 빨리 와서 아주 행복한 생일을 보냈어요.
Lee Yoon 97,2023-06-09 07:49:22-07:00,5,1,직구치고 빠른 배송!,좀 더 일찍 주문하면 좋았을텐데 생각보다 배송이 좀 걸렸어요. 그래도 친구들은 직구가 그정도면 빨리 온거라고 하네요ㅋㅋㅋㅋ 제가 성질이 급한가봐요 ^^;; 보통 2-3주 잡고 주문하라길래 러프하게 잡고 주문했는데 넉넉하게 도착하긴했어요. 제품 포장 너무 완벽하고 택배 뜯는데 애먹었어요 하도 꽁꽁포장해주셔서ㅎ 아주 만족스럽습니당
Saemi Hyunjoo,2023-06-09 07:49:17-07:00,5,1,신규가입혜택 정말 좋네요,백화점에 DP상품밖에 안남았다길래 집와서 검색하다가 어플 받았어여. 신규가입 혜택 적용하면 할인되길래. 새상품 저렴하게 구입할 수 있어서 좋습니다.
Chang Nam 91,2023-06-09 07:49:11-07:00,5,1,쇼핑할 시간이 없을때 발란하세요,신혼여행가서 입을 커플티 주문했어요! 결혼 준비하느라 백화점 돌아다닐 시간도 없고ㅠ 잠깐 짬내서 자기 전에 어플 둘러보고 바로 주문! 옷사는것도 일... 집에서 이렇게 편하게 쇼핑이 되다니 너무 좋네요...
